,mean_r,mean_g,mean_b,stddev_r,stddev_g,stddev_b,contrast,correlation,inverse_difference_moments,entropy,type
0,132.74427795410156,133.74676513671875,117.6260986328125,61.21265794016381,60.1269068189749,69.26286333291641,779.7814021349957,0.8948695450569136,0.14077479151614045,13.311458934295537,Potato___Early_blight
1,146.40817260742188,153.90330505371094,129.5819091796875,49.62981391565193,48.37985831914886,64.6320523410178,906.1904050575494,0.8143282938587153,0.09606193412983269,13.562387477434585,Potato___Early_blight
2,145.5238800048828,150.68557739257812,121.7203369140625,49.14283434579588,45.46133607936757,56.8018296410431,766.1709992100386,0.8266080542790566,0.08750130631134888,13.5559633207262,Potato___Early_blight
3,131.16868591308594,127.15568542480469,109.58009338378906,59.99877778108367,61.56197609201777,68.11872838706957,1001.0564990628595,0.8661905369868357,0.08528365271740922,13.951578489275505,Potato___Early_blight
4,148.2112274169922,135.85533142089844,102.41427612304688,48.4630601314998,51.12234742346275,59.41725603720807,885.6268879607594,0.8199747979220645,0.07331486237036769,13.837127307134196,Potato___Early_blight
5,164.31466674804688,158.93544006347656,120.87802124023438,51.146900952307696,51.44921205425651,57.324420504036254,584.3410100832609,0.8826962003202302,0.15169114677335263,12.7659251191297,Potato___Early_blight
6,131.1572265625,140.1770477294922,119.27702331542969,56.670590394813395,54.631224213872095,65.8423159208572,811.9751517144841,0.8697306561260185,0.1303487619108247,13.447446070146086,Potato___Early_blight
7,146.80902099609375,150.89842224121094,131.1962890625,43.57735881832002,42.676168440187865,54.86724269494267,897.6216296616681,0.7589358350465062,0.11977685957781752,13.23624927970319,Potato___Early_blight
8,149.82821655273438,158.3622589111328,132.22718811035156,36.13623380380719,34.547836225177065,48.94115268078233,728.0045514645803,0.7043254869066278,0.11295794445940527,12.947275287553147,Potato___Early_blight
9,100.20187377929688,114.444580078125,110.30558776855469,36.31244814842315,32.276567434305086,42.677329776281496,416.6423614114761,0.8174110169767517,0.10826664305706596,12.893652151748256,Potato___Early_blight
10,124.89752197265625,127.38937377929688,102.15086364746094,47.77981511459385,48.23421682000946,58.23284206376124,1065.9656377955585,0.7719774099395413,0.07671633487584285,13.953672354961284,Potato___Early_blight
11,140.53807067871094,146.4218292236328,125.371337890625,49.474427526654814,47.914570687359195,59.51237514523215,860.6915181660894,0.8200570957441655,0.10985138169862671,13.389874542460907,Potato___Early_blight
12,136.49960327148438,146.7936248779297,122.07894897460938,51.491059349734115,51.08020829729195,61.15574643674288,933.8344984651329,0.8225186610691844,0.10250939703005868,13.59432904270516,Potato___Early_blight
13,135.28958129882812,146.2570037841797,119.7593994140625,48.915288502798326,43.28408657172821,57.738106459511826,792.6844460964526,0.8110246861219174,0.08379516067942372,13.547102249499556,Potato___Early_blight
14,153.17433166503906,157.1420440673828,124.99879455566406,47.39037631249514,49.29410599019491,56.417368042845325,1066.4126743470051,0.7587487465508217,0.06301071305996298,13.823053879819057,Potato___Early_blight
15,142.36813354492188,151.6312255859375,133.89990234375,46.727510219737596,46.8832042722538,53.378951466914934,1115.238244995914,0.7421249587380255,0.07051617975901098,13.62084675926582,Potato___Early_blight
16,133.43678283691406,143.1855010986328,126.30877685546875,44.9099053501674,40.36147776125025,54.914747936112114,1279.6030402669633,0.6449507234337845,0.05113359368439048,14.0259055869489,Potato___Early_blight
17,148.00303649902344,160.7565155029297,133.0292510986328,37.27194620043015,35.61969141288974,50.81797303861215,618.3723030054543,0.7645070014525872,0.1108129440848693,12.864098836833655,Potato___Early_blight
18,118.16506958007812,122.76438903808594,108.86468505859375,43.85406712552153,42.911851698116564,55.24471703411225,463.55206457552345,0.8789377138119692,0.12090444794525426,13.118753936133643,Potato___Early_blight
19,127.39752197265625,121.30567932128906,93.99533081054688,49.616665273507515,52.09379354490904,56.78901045039434,870.9282395292668,0.829214572090747,0.07480035295187318,13.8913795253762,Potato___Early_blight
20,148.6386260986328,153.2059783935547,118.42010498046875,38.277560524912914,39.99963426378233,51.72595388450963,701.4956376754128,0.7662006227257028,0.08714253999520585,13.205386353694546,Potato___Early_blight
21,118.39988708496094,131.7751922607422,119.22897338867188,46.43810051619984,42.63683504399965,52.04196029638021,635.8012555867929,0.8363565870136427,0.09727528803803248,13.351456563568927,Potato___Early_blight
22,131.42056274414062,136.3972625732422,106.22781372070312,40.933850484698254,37.838177754135636,50.08301804615797,746.4981435625713,0.7563634505427648,0.07225569032285242,13.534737671795256,Potato___Early_blight
23,153.60305786132812,153.00868225097656,115.03422546386719,36.10406160773695,39.42620098866731,45.39814176281929,1005.251965605175,0.6190899116356618,0.052988542645744534,13.650741640313603,Potato___Early_blight
24,139.1793670654297,143.74624633789062,111.25874328613281,46.36813403035339,45.79235614750461,58.240671809442595,996.477008392204,0.7660502992834451,0.0719358747693731,13.804522122496355,Potato___Early_blight
25,139.69570922851562,142.38304138183594,115.04884338378906,52.401934463295625,53.28906701159998,59.52169310134758,695.7245509239231,0.8741878574488322,0.12777578039200044,13.215996428167006,Potato___Early_blight
26,138.19158935546875,142.35580444335938,101.34489440917969,49.15204905029992,51.03230539300992,64.29174913019975,704.212724838403,0.858862118838454,0.09421363355346427,13.521506083570175,Potato___Early_blight
27,119.49362182617188,127.15658569335938,104.988525390625,54.909984840181636,50.416000018098735,59.763939336304595,868.8557726144986,0.8405286661986723,0.10590730479015918,13.696555362571345,Potato___Early_blight
28,146.48236083984375,152.1912841796875,143.84512329101562,42.65965989281415,38.20513839545312,52.81836165022538,882.2969141526089,0.7316199836397103,0.0937292575890269,13.39134192325733,Potato___Early_blight
29,122.89051818847656,135.8090057373047,105.51557922363281,57.49402613488436,55.8615884511212,67.12708267517066,958.1007444252203,0.8494105688377098,0.09653735796155762,13.791304552579343,Potato___Early_blight
30,130.96629333496094,141.84561157226562,122.63772583007812,49.00614182917126,47.66648870192153,57.96315764470184,955.9263458315304,0.7952361880396354,0.10328114228443373,13.492042364085755,Potato___Early_blight
31,144.80455017089844,137.0839080810547,112.20684814453125,46.121978161769405,48.74971760821003,60.31622043234756,907.7994261972551,0.8048018471100798,0.09367062513334234,13.697016487168867,Potato___Early_blight
32,131.38648986816406,144.72036743164062,123.35137939453125,46.320590462574344,44.079668131019034,53.6848263854394,1010.6764039672232,0.7503025902871929,0.07823250216220748,13.651706372643304,Potato___Early_blight
33,128.19314575195312,134.1464080810547,112.65061950683594,45.69189217614512,43.3819631152328,59.02809783094447,806.3052546646716,0.7982780596820063,0.08179260218106835,13.61651662635936,Potato___Early_blight
34,106.81573486328125,118.66947937011719,103.96046447753906,40.25816704278209,35.80055292493938,50.48315852327793,607.7162492190498,0.7886282065697579,0.09303680037347264,13.259057685662494,Potato___Early_blight
35,143.18846130371094,141.49044799804688,119.99589538574219,46.17431903734575,47.39803219673302,58.794117034562404,683.73222612697,0.8422132771714762,0.12340427330537686,13.066399128310596,Potato___Early_blight
36,124.41154479980469,130.1214141845703,110.39610290527344,49.13709018629803,48.13703255296243,58.7649593140902,827.1952663188431,0.8249955605311915,0.09117414449262172,13.607580496839173,Potato___Early_blight
37,137.38735961914062,145.09686279296875,121.41633605957031,49.00199208608121,46.075769320525126,60.52311495374678,756.1035888240095,0.834740390888074,0.08805551827298891,13.52610499580286,Potato___Early_blight
38,143.40797424316406,148.3679656982422,115.27906799316406,48.26980943044508,48.38053535231253,57.30445332761898,703.5070840542094,0.8483154482840921,0.1129737873618987,13.297137727538626,Potato___Early_blight
39,148.675537109375,147.45867919921875,113.70889282226562,40.778469624503956,43.44124557101632,51.783647481648586,560.4197453803822,0.8366853092187139,0.11045792287113673,12.889727693085511,Potato___Early_blight
40,148.341064453125,142.45799255371094,104.70735168457031,51.59749796624547,52.14913306440096,61.55225767157821,687.7887765072323,0.8683910383587758,0.10077868141162455,13.420292483968936,Potato___Early_blight
41,150.25022888183594,147.89537048339844,119.01054382324219,45.42477293262266,45.128025205934925,58.628512046942944,804.6927952890708,0.8044869397108227,0.07189179438626864,13.61473488876392,Potato___Early_blight
42,150.81495666503906,145.41465759277344,104.05876159667969,49.80808275490103,49.81040847655501,55.76480203125891,724.6615215902533,0.843134979812941,0.0959304836509538,13.40095040959342,Potato___Early_blight
43,147.6280975341797,150.92498779296875,129.56643676757812,49.14998647372591,44.53690946081845,55.195423734615936,529.6631189926948,0.8772627867288572,0.12185705570521704,13.133000785779647,Potato___Early_blight
44,138.26553344726562,135.5284881591797,99.06759643554688,47.16276663001618,47.390558159128815,55.06697950005076,938.7559455497878,0.7815767873491131,0.08848230573595756,13.732179278335241,Potato___Early_blight
45,140.44007873535156,150.12107849121094,131.87380981445312,48.56268234932636,42.982562808650115,54.72010194612308,906.8981332450251,0.7801578535520944,0.08976123323893784,13.568138626763245,Potato___Early_blight
46,129.69056701660156,140.2857666015625,114.54981994628906,57.973956609028704,59.69586872817205,64.82289825432167,1278.3690187668194,0.8105998657713916,0.10051450565207495,13.919477142890102,Potato___Early_blight
47,140.03643798828125,150.8032989501953,129.82113647460938,47.149877480677844,45.25851298418651,57.05364679043165,843.2729204362499,0.8029178488067626,0.10126747875133629,13.490461651972325,Potato___Early_blight
48,149.4986572265625,149.5723114013672,125.6707763671875,51.96570158540502,54.15910006129999,60.39207209806304,863.9569031141863,0.8443605205595626,0.10585691951436677,13.423245968197445,Potato___Early_blight
49,139.7088623046875,143.77255249023438,123.94577026367188,41.42799272385188,39.289448864095355,56.936747375608164,845.7057796730817,0.7469005622052532,0.10284668040828915,13.343918417060248,Potato___Early_blight
50,125.10386657714844,129.4619598388672,108.408203125,51.94099482159919,48.92424962764152,59.704659948157705,1116.167316536908,0.7791235367415329,0.07390635119283304,14.049790270356908,Potato___Early_blight
51,150.4560089111328,142.70223999023438,121.094482421875,44.579375238108014,46.55945281411317,59.29566515214775,737.8911502487018,0.8291318557422673,0.08894730757805003,13.537492486869775,Potato___Early_blight
52,130.88719177246094,135.88644409179688,113.53155517578125,55.68809445716041,50.34409869357682,62.73346370659243,720.9574848165364,0.8704023868786588,0.13594847633726162,13.321806828175392,Potato___Early_blight
53,132.48411560058594,135.15872192382812,113.8316650390625,57.437085233645234,55.656231764782575,65.57792686346578,762.4451435595679,0.8811000438498077,0.10493524611158796,13.614965091140032,Potato___Early_blight
54,127.40975952148438,134.94021606445312,112.34295654296875,53.75956155839591,52.234793282353394,61.110967006949565,1039.838953091959,0.8147846544810665,0.09821098838802704,13.797420246095822,Potato___Early_blight
55,121.51710510253906,129.5079345703125,104.63018798828125,52.09204242658642,48.719150563435235,59.86438139232832,1144.5450667862108,0.7730979340220918,0.07159911378824095,13.969543149959922,Potato___Early_blight
56,132.76963806152344,143.9185333251953,125.19268798828125,45.280415504122026,42.57533176929872,54.34035954553844,633.2133855818671,0.8355533832506903,0.1229148650459577,13.053519773134505,Potato___Early_blight
57,139.28758239746094,148.31219482421875,127.11837768554688,54.09085280597595,52.178419882483475,63.37875272346528,826.8318182009317,0.8539252141429629,0.10792370463655172,13.578527026269732,Potato___Early_blight
58,144.74639892578125,158.55599975585938,135.0881805419922,46.50734318826116,48.19167435170014,56.166183675495994,527.2825475778543,0.8823248232947709,0.16546137854492232,12.540963600618145,Potato___Early_blight
59,144.54525756835938,145.01791381835938,114.78305053710938,41.489330301909476,37.5073656033754,56.05884912313692,661.0744103079339,0.7904362845819578,0.08671316851760735,13.340949345040535,Potato___Early_blight
60,156.44163513183594,156.94723510742188,119.69482421875,40.511218507809375,42.96063160860023,51.161847551101474,870.6329856155078,0.7330587545673481,0.07365374339405584,13.612459810592291,Potato___Early_blight
61,145.016845703125,149.4817352294922,122.83580017089844,53.66155192674854,47.42750432137472,62.94906568076418,599.7771356119035,0.8816282715650876,0.11071333388564317,13.29220077250405,Potato___Early_blight
62,129.71859741210938,142.05897521972656,119.84330749511719,47.68298020423794,47.1604005413786,55.96433592765281,1196.8331615394309,0.731034936331671,0.07102544386936671,13.845459149053063,Potato___Early_blight
63,146.7948455810547,142.37510681152344,107.38436889648438,49.81317983645764,52.68136944734564,60.814734579276916,816.846069270232,0.8424047749260658,0.09838506484552266,13.561475359355207,Potato___Early_blight
64,128.57928466796875,135.73902893066406,111.80726623535156,49.123850108560305,45.797026200645924,53.80643648973871,980.24300694144,0.7793321546437355,0.08825293059426813,13.75402683079438,Potato___Early_blight
65,126.04328918457031,129.84011840820312,109.65252685546875,55.28661313103382,54.676922911391465,62.5907455650001,817.947993650278,0.8650545486211092,0.08985062823215975,13.75109282024738,Potato___Early_blight
66,143.33200073242188,145.91375732421875,115.21249389648438,50.421998216807914,49.18365666016046,60.15671073408151,768.489122678176,0.8443241459845068,0.10748316094386717,13.386397766063475,Potato___Early_blight
67,157.81141662597656,152.5780487060547,110.25534057617188,40.794640607587816,40.77401807824667,51.4893546545584,558.3062651834628,0.8187997904676638,0.11153440796189402,12.899228741680888,Potato___Early_blight
68,151.19374084472656,149.89781188964844,121.84480285644531,50.74919316782563,52.51194302490849,59.01184124713366,600.6757335519989,0.8851140804363986,0.13514219060520757,12.918492190473568,Potato___Early_blight
69,134.2255401611328,133.1626434326172,103.79957580566406,52.739045118856694,50.4027806595277,61.54936363804885,609.1962528384511,0.885111557860884,0.12384556070925284,13.302118383403554,Potato___Early_blight
70,126.34747314453125,132.48941040039062,111.53263854980469,53.4237151761685,53.31516496598894,63.171804008497,571.8829409812328,0.9005625814935679,0.11848633304861592,13.426763144935522,Potato___Early_blight
71,109.92872619628906,119.68821716308594,97.25042724609375,61.33833514730847,62.59749358175205,68.10116098319372,838.261232233395,0.8912567273230884,0.18065072423989395,13.01697114870507,Potato___Early_blight
72,133.23886108398438,136.14024353027344,100.13606262207031,48.664009959151876,48.193057919477845,57.55249754703398,988.9564732614851,0.7865626263830238,0.07489311658880762,13.852795124690907,Potato___Early_blight
73,134.57192993164062,141.88436889648438,115.91790771484375,47.63201306745676,48.85661102626069,57.612992212664686,624.4413282301275,0.8662716983657692,0.12918391608050983,13.019413613740896,Potato___Early_blight
74,143.75071716308594,137.56333923339844,109.07969665527344,51.304778578282885,54.94077859117044,61.56713933289024,831.0958959745042,0.8502387760920531,0.0943100204527561,13.676290888849433,Potato___Early_blight
75,141.38619995117188,145.37313842773438,109.65541076660156,47.91540691125102,46.92675028669264,63.25694353086206,632.4203368295844,0.8603766206798298,0.09905100796021685,13.314577953244289,Potato___Early_blight
76,144.5948028564453,150.74635314941406,126.76271057128906,41.482214182383,42.734570424242285,50.89930282026785,538.2368147767684,0.8476732137169871,0.12686326961231603,12.650131915798886,Potato___Early_blight
77,129.68356323242188,130.04661560058594,119.88510131835938,47.8129821728001,46.61521282643624,58.782108290534005,926.1163059280078,0.797090325719046,0.11400314795525346,13.395096641269209,Potato___Early_blight
78,144.64471435546875,147.65328979492188,122.39492797851562,55.4108274172116,55.35616242832867,64.01829702065643,1026.4691621461689,0.8318754245467654,0.07871163056672324,13.88251137390116,Potato___Early_blight
79,134.6359100341797,140.53004455566406,129.243408203125,53.6566082398833,49.85546903192301,60.37693099918416,1015.4077157523542,0.8104955327726109,0.10015647109731822,13.636802794602428,Potato___Early_blight
80,97.78488159179688,115.52519226074219,107.37416076660156,37.28830081453036,33.208555715704435,46.281276079658355,486.44412847522545,0.801846120576471,0.0978742916154616,13.057934769349876,Potato___Early_blight
81,129.5079803466797,140.9084930419922,124.93583679199219,50.36650037616463,46.390722069482855,58.29624225862498,1012.2167758944868,0.7817179763546533,0.07925515748002997,13.848676758019952,Potato___Early_blight
82,140.38621520996094,142.63629150390625,116.47996520996094,45.487103239030255,45.476146547949426,58.428354546098674,972.2332591130806,0.7695374101192016,0.08786677098306023,13.668139553378404,Potato___Early_blight
83,141.3579864501953,150.68533325195312,129.97154235839844,55.036783060262294,52.60591050251494,60.23995114511918,899.4656723375618,0.8425785987371253,0.0985470217407648,13.624866049790743,Potato___Early_blight
84,140.4997100830078,147.31866455078125,125.52131652832031,50.16213215034897,46.277946814344965,60.19582254367105,929.4566252763352,0.800903357470771,0.08715665216352081,13.735273698229067,Potato___Early_blight
